macaque_cluster	primate_class	primate_neighborhood	primate_subclass	homology_neighborhood	homology_class	homology_subclass	homology_supertype	NOTES_NJJ		AIT21_neighborhood	AIT21_class	AIT21_subclass	AIT21_supertype	AIT21_cluster	size
107_IN	Interneuron	CCK	NAc-CCK-SEMA3A	HY-EA-Glut-GABA	CNU-HYa Glut	SI-MA-LPO-LHA Skor1 Glut				HY-EA-Glut-GABA(0.85)| MB-HB-Glut-Sero-Dopa(0.09)	CNU-HYa Glut(0.83)	SI-MA-LPO-LHA Skor1 Glut(0.79)	SI-MA-LPO-LHA Skor1 Glut_1(0.38)| SI-MA-LPO-LHA Skor1 Glut_4(0.26)| SI-MA-LPO-LHA Skor1 Glut_2(0.07)	2167 SI-MA-LPO-LHA Skor1 Glut_4(0.17)| 2136 SI-MA-LPO-LHA Skor1 Glut_1(0.13)| 2139 SI-MA-LPO-LHA Skor1 Glut_1(0.09)| 2164 SI-MA-LPO-LHA Skor1 Glut_4(0.09)| 2144 SI-MA-LPO-LHA Skor1 Glut_1(0.06)	246
108_IN	Interneuron	CCK	NAc-CCK-SEMA3A	HY-EA-Glut-GABA	CNU-HYa Glut	SI-MA-LPO-LHA Skor1 Glut				HY-EA-Glut-GABA(0.98)	CNU-HYa Glut(0.98)	SI-MA-LPO-LHA Skor1 Glut(0.97)	SI-MA-LPO-LHA Skor1 Glut_5(0.23)| SI-MA-LPO-LHA Skor1 Glut_4(0.19)| SI-MA-LPO-LHA Skor1 Glut_8(0.19)| SI-MA-LPO-LHA Skor1 Glut_7(0.17)| SI-MA-LPO-LHA Skor1 Glut_1(0.17)	2173 SI-MA-LPO-LHA Skor1 Glut_5(0.19)| 2201 SI-MA-LPO-LHA Skor1 Glut_8(0.18)| 2133 SI-MA-LPO-LHA Skor1 Glut_1(0.15)| 2167 SI-MA-LPO-LHA Skor1 Glut_4(0.15)| 2197 SI-MA-LPO-LHA Skor1 Glut_7(0.08)| 2196 SI-MA-LPO-LHA Skor1 Glut_7(0.06)	872
119_IN	Interneuron	LHX8	NAc-LHX8	Subpallium-GABA;HY-EA-Glut-GABA	CNU-HYa GABA	MPO-ADP Lhx8 Gaba				Subpallium-GABA;HY-EA-Glut-GABA(0.61)| Subpallium-GABA(0.17)| HY-EA-Glut-GABA(0.11)| MB-HB-CB-GABA(0.08)	CNU-HYa GABA(0.61)| CNU-MGE GABA(0.11)| HY GABA(0.1)	MPO-ADP Lhx8 Gaba(0.57)| NDB-SI-MA-STRv Lhx8 Gaba(0.1)	MPO-ADP Lhx8 Gaba_1(0.28)| MPO-ADP Lhx8 Gaba_4(0.21)| MPO-ADP Lhx8 Gaba_2(0.08)	1457 MPO-ADP Lhx8 Gaba_1(0.2)| 1473 MPO-ADP Lhx8 Gaba_4(0.2)| 1458 MPO-ADP Lhx8 Gaba_1(0.06)	587
120_IN	Interneuron	LHX8	NAc-LHX8	Subpallium-GABA;HY-EA-Glut-GABA	CNU-HYa GABA	MPO-ADP Lhx8 Gaba				MB-HB-CB-GABA(0.47)| Subpallium-GABA;HY-EA-Glut-GABA(0.26)| HY-EA-Glut-GABA(0.11)| Subpallium-GABA(0.1)	MB GABA(0.35)| CNU-HYa GABA(0.26)| HY GABA(0.11)| MY GABA(0.07)	PRT Tcf7l2 Gaba(0.25)| MPO-ADP Lhx8 Gaba(0.24)| MY Lhx1 Gly-Gaba(0.07)	PRT Tcf7l2 Gaba_1(0.22)| MPO-ADP Lhx8 Gaba_4(0.18)| MY Lhx1 Gly-Gaba_1(0.07)	3606 PRT Tcf7l2 Gaba_1(0.22)| 1478 MPO-ADP Lhx8 Gaba_4(0.17)| 4854 MY Lhx1 Gly-Gaba_1(0.06)	217
121_IN	Interneuron	LHX8	NAc-LHX8	Subpallium-GABA;HY-EA-Glut-GABA	CNU-HYa GABA	MPO-ADP Lhx8 Gaba				Subpallium-GABA;HY-EA-Glut-GABA(0.4)| HY-EA-Glut-GABA(0.23)| Subpallium-GABA(0.21)| MB-HB-CB-GABA(0.12)	CNU-HYa GABA(0.4)| LSX GABA(0.19)| HY GABA(0.19)| MB GABA(0.1)	MPO-ADP Lhx8 Gaba(0.24)| LSX Nkx2-1 Gaba(0.15)| PVR Six3 Sox3 Gaba(0.12)| SBPV-PVa Six6 Satb2 Gaba(0.08)| PRT Tcf7l2 Gaba(0.06)	MPO-ADP Lhx8 Gaba_5(0.19)| LSX Nkx2-1 Gaba_3(0.15)| PVR Six3 Sox3 Gaba_5(0.12)| SBPV-PVa Six6 Satb2 Gaba_2(0.08)	1482 MPO-ADP Lhx8 Gaba_5(0.19)| 1520 PVR Six3 Sox3 Gaba_5(0.11)| 1690 SBPV-PVa Six6 Satb2 Gaba_2(0.08)| 1091 LSX Nkx2-1 Gaba_3(0.07)	457
17_NN	Nonneuron	Oligos	Oligos	NN-IMN-GC	OPC-Oligo	Oligo NN				NN-IMN-GC	OPC-Oligo	Oligo NN	MOL NN_4	5285 MOL NN_4(0.57)| 5284 MOL NN_4(0.42)	6255
18_NN	Nonneuron	Oligos	Oligos	NN-IMN-GC	OPC-Oligo	Oligo NN				NN-IMN-GC	OPC-Oligo	Oligo NN	MOL NN_4	5284 MOL NN_4(0.92)	771
1_NN	Nonneuron	Oligos	Oligos	NN-IMN-GC	OPC-Oligo	Oligo NN				NN-IMN-GC	OPC-Oligo	Oligo NN	MOL NN_4	5285 MOL NN_4(0.93)| 5284 MOL NN_4(0.06)	7974
20_NN	Nonneuron	Oligos	Oligos	NN-IMN-GC	OPC-Oligo	Oligo NN				NN-IMN-GC	OPC-Oligo	Oligo NN	MOL NN_4	5285 MOL NN_4(0.61)| 5284 MOL NN_4(0.39)	1766
21_NN	Nonneuron	Oligos	Oligos	NN-IMN-GC	OPC-Oligo	Oligo NN				NN-IMN-GC	OPC-Oligo	Oligo NN	MOL NN_4	5284 MOL NN_4(0.91)| 5285 MOL NN_4(0.06)	5725
22_NN	Nonneuron	Oligos	Oligos	NN-IMN-GC	OPC-Oligo	Oligo NN				NN-IMN-GC	OPC-Oligo	Oligo NN	MOL NN_4	5284 MOL NN_4(0.86)| 5285 MOL NN_4(0.13)	746
2_NN	Nonneuron	Oligos	Oligos	NN-IMN-GC	OPC-Oligo	Oligo NN				NN-IMN-GC	OPC-Oligo	Oligo NN	MOL NN_4	5285 MOL NN_4(0.93)| 5287 MOL NN_4(0.06)	837
7_NN	Nonneuron	Oligos	Oligos	NN-IMN-GC	OPC-Oligo	Oligo NN				NN-IMN-GC	OPC-Oligo	Oligo NN	MOL NN_4	5284 MOL NN_4(0.91)| 5286 MOL NN_4(0.09)	1935
8_NN	Nonneuron	Oligos	Oligos	NN-IMN-GC	OPC-Oligo	Oligo NN				NN-IMN-GC	OPC-Oligo	Oligo NN	MOL NN_4	5284 MOL NN_4(0.54)| 5286 MOL NN_4(0.46)	2665
19_NN	Nonneuron	Oligos_Pre	Oligos_Pre	NN-IMN-GC	OPC-Oligo	OPC NN				NN-IMN-GC(0.92)	OPC-Oligo(0.79)| Astro-Epen(0.12)	OPC NN(0.64)| Oligo NN(0.15)| Astro-NT NN(0.08)	OPC NN_1(0.64)| NFOL NN_2(0.13)| Astro-NT NN_2(0.07)	5270 OPC NN_1(0.4)| 5269 OPC NN_1(0.13)| 5278 NFOL NN_2(0.13)| 5266 OPC NN_1(0.08)	91
9_NN	Nonneuron	Oligos_Pre	Oligos_Pre	NN-IMN-GC	OPC-Oligo	OPC NN				NN-IMN-GC	OPC-Oligo	OPC NN	OPC NN_1	5269 OPC NN_1(0.88)| 5270 OPC NN_1(0.11)	3337
21_IN	Interneuron	PVALB	PVALB-COL19A1-ST18	Subpallium-GABA	CNU-MGE GABA	STR Prox1 Lhx6 Gaba		striatum Pvalb/Pthlh subclass of FS interneurons		Subpallium-GABA(0.97)	CNU-MGE GABA(0.96)	STR Prox1 Lhx6 Gaba(0.92)	STR Prox1 Lhx6 Gaba_2(0.92)	0836 STR Prox1 Lhx6 Gaba_2(0.55)| 0833 STR Prox1 Lhx6 Gaba_2(0.36)	4103
22_IN	Interneuron	PVALB	PVALB-COL19A1-ST18	Subpallium-GABA	CNU-MGE GABA	STR Prox1 Lhx6 Gaba				Subpallium-GABA(0.95)	CNU-MGE GABA(0.94)	STR Prox1 Lhx6 Gaba(0.91)	STR Prox1 Lhx6 Gaba_2(0.91)	0833 STR Prox1 Lhx6 Gaba_2(0.6)| 0836 STR Prox1 Lhx6 Gaba_2(0.31)	1758
23_IN	Interneuron	PVALB	PVALB-COL19A1-ST18	Subpallium-GABA	CNU-MGE GABA	STR Prox1 Lhx6 Gaba				Subpallium-GABA(0.98)	CNU-MGE GABA(0.69)| CTX-MGE GABA(0.29)	STR Prox1 Lhx6 Gaba(0.65)| Pvalb Gaba(0.27)	STR Prox1 Lhx6 Gaba_2(0.6)| Pvalb Gaba_3(0.11)| Pvalb Gaba_8(0.09)| Pvalb Gaba_5(0.06)	0833 STR Prox1 Lhx6 Gaba_2(0.23)| 0834 STR Prox1 Lhx6 Gaba_2(0.22)| 0836 STR Prox1 Lhx6 Gaba_2(0.11)| 0742 Pvalb Gaba_3(0.11)| 0754 Pvalb Gaba_8(0.09)	342
24_IN	Interneuron	PVALB	PVALB-COL19A1-ST18	Subpallium-GABA	CNU-MGE GABA	STR Prox1 Lhx6 Gaba				Subpallium-GABA(0.94)| Subpallium-GABA;NN-IMN-GC(0.06)	CNU-MGE GABA(0.85)| CTX-MGE GABA(0.08)| OB-IMN GABA(0.06)	STR Prox1 Lhx6 Gaba(0.85)| Pvalb Gaba(0.07)	STR Prox1 Lhx6 Gaba_2(0.83)	0833 STR Prox1 Lhx6 Gaba_2(0.7)| 0836 STR Prox1 Lhx6 Gaba_2(0.09)	528
25_IN	Interneuron	PVALB	PVALB-COL19A1-ST18	Subpallium-GABA	CNU-MGE GABA	STR Prox1 Lhx6 Gaba				Subpallium-GABA(0.95)	CNU-MGE GABA(0.77)| CTX-MGE GABA(0.17)	STR Prox1 Lhx6 Gaba(0.66)| STR Lhx8 Gaba(0.11)| Sst Gaba(0.11)| Pvalb Gaba(0.07)	STR Prox1 Lhx6 Gaba_2(0.26)| STR Prox1 Lhx6 Gaba_1(0.22)| STR Prox1 Lhx6 Gaba_3(0.17)| STR Lhx8 Gaba_2(0.11)| Sst Gaba_17(0.08)| Pvalb Gaba_2(0.06)	0833 STR Prox1 Lhx6 Gaba_2(0.22)| 0832 STR Prox1 Lhx6 Gaba_1(0.22)| 0838 STR Prox1 Lhx6 Gaba_3(0.17)| 0844 STR Lhx8 Gaba_2(0.11)| 0738 Pvalb Gaba_2(0.06)	218
26_IN	Interneuron	PVALB	PVALB-COL19A1-ST18	Subpallium-GABA	CNU-MGE GABA	STR Prox1 Lhx6 Gaba				Subpallium-GABA(0.94)	CNU-MGE GABA(0.93)	STR Prox1 Lhx6 Gaba(0.89)	STR Prox1 Lhx6 Gaba_2(0.89)	0833 STR Prox1 Lhx6 Gaba_2(0.55)| 0836 STR Prox1 Lhx6 Gaba_2(0.34)	1160
27_IN	Interneuron	PVALB	PVALB-COL19A1-ST18	Subpallium-GABA	CNU-MGE GABA	STR Prox1 Lhx6 Gaba				Subpallium-GABA(0.98)	CNU-MGE GABA(0.97)	STR Prox1 Lhx6 Gaba(0.52)| STR Lhx8 Gaba(0.45)	STR Prox1 Lhx6 Gaba_2(0.52)| STR Lhx8 Gaba_2(0.44)	0844 STR Lhx8 Gaba_2(0.44)| 0833 STR Prox1 Lhx6 Gaba_2(0.29)| 0836 STR Prox1 Lhx6 Gaba_2(0.16)	1088
28_IN	Interneuron	PVALB	PVALB-COL19A1-ST18	Subpallium-GABA	CNU-MGE GABA	STR Prox1 Lhx6 Gaba				Subpallium-GABA(0.92)| Subpallium-GABA;NN-IMN-GC(0.07)	CNU-MGE GABA(0.92)| OB-IMN GABA(0.07)	STR Prox1 Lhx6 Gaba(0.88)| OB-STR-CTX Inh IMN(0.06)	STR Prox1 Lhx6 Gaba_2(0.88)	0833 STR Prox1 Lhx6 Gaba_2(0.83)	564
105_IN	Interneuron	SLC17A6	SLC17A6	HY-EA-Glut-GABA	CNU-HYa Glut	SI-MA-LPO-LHA Skor1 Glut				HY-EA-Glut-GABA(0.68)| NN-IMN-GC(0.16)| MB-HB-Glut-Sero-Dopa(0.06)	CNU-HYa Glut(0.68)| OPC-Oligo(0.15)	SI-MA-LPO-LHA Skor1 Glut(0.64)| OPC NN(0.09)| Oligo NN(0.06)	SI-MA-LPO-LHA Skor1 Glut_5(0.37)| SI-MA-LPO-LHA Skor1 Glut_4(0.11)| OPC NN_1(0.09)| SI-MA-LPO-LHA Skor1 Glut_1(0.07)| NFOL NN_2(0.06)	2173 SI-MA-LPO-LHA Skor1 Glut_5(0.33)| 5270 OPC NN_1(0.09)| 2167 SI-MA-LPO-LHA Skor1 Glut_4(0.09)| 5278 NFOL NN_2(0.06)	81
214_IN	Interneuron	SLC17A6	SLC17A6	MB-HB-Glut-Sero-Dopa	MB Glut	SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut				MB-HB-Glut-Sero-Dopa(0.95)	MB Glut(0.91)	SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut(0.69)| SCig-an-PPT Foxb1 Glut(0.06)	SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_8(0.66)| SCig-an-PPT Foxb1 Glut_1(0.06)	2991 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_8(0.33)| 2993 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_8(0.26)| 3249 SCig-an-PPT Foxb1 Glut_1(0.06)	487
215_IN	Interneuron	SLC17A6	SLC17A6	MB-HB-Glut-Sero-Dopa	MB Glut	SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut				MB-HB-Glut-Sero-Dopa(0.94)	MB Glut(0.87)| MY Glut(0.07)	SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut(0.47)| PRC-PAG Tcf7l2 Irx2 Glut(0.09)| PGRN-PARN-MDRN Hoxb5 Glut(0.07)	SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_1(0.41)| PRC-PAG Tcf7l2 Irx2 Glut_5(0.09)| PGRN-PARN-MDRN Hoxb5 Glut_2(0.07)	2935 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_1(0.3)| 2922 PRC-PAG Tcf7l2 Irx2 Glut_5(0.09)| 4347 PGRN-PARN-MDRN Hoxb5 Glut_2(0.07)	301
216_IN	Interneuron	SLC17A6	SLC17A6	MB-HB-Glut-Sero-Dopa	MB Glut	SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut				MB-HB-Glut-Sero-Dopa(0.98)	MB Glut(0.98)	SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut(0.6)| IC Tfap2d Maf Glut(0.17)| SCig-an-PPT Foxb1 Glut(0.07)| MRN Pou3f1 C1ql4 Glut(0.06)	SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_8(0.58)| IC Tfap2d Maf Glut_4(0.17)| SCig-an-PPT Foxb1 Glut_1(0.07)	2991 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_8(0.58)| 3311 IC Tfap2d Maf Glut_4(0.17)| 3249 SCig-an-PPT Foxb1 Glut_1(0.07)	105
217_IN	Interneuron	SLC17A6	SLC17A6	MB-HB-Glut-Sero-Dopa	MB Glut	SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut				MB-HB-Glut-Sero-Dopa(0.91)| TH-EPI-Glut(0.07)	MB Glut(0.89)| TH Glut(0.07)	SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut(0.79)	SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_8(0.77)	2988 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_8(0.47)| 2993 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_8(0.15)| 2991 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_8(0.14)	245
218_IN	Interneuron	SLC17A6	SLC17A6	MB-HB-Glut-Sero-Dopa	MB Glut	SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut				MB-HB-Glut-Sero-Dopa(0.95)	MB Glut(0.95)	SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut(0.85)| IC Tfap2d Maf Glut(0.06)	SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_8(0.84)| IC Tfap2d Maf Glut_4(0.06)	2991 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_8(0.66)| 2988 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_8(0.09)| 2993 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_8(0.07)| 3311 IC Tfap2d Maf Glut_4(0.06)	334
219_IN	Interneuron	SLC17A6	SLC17A6	MB-HB-Glut-Sero-Dopa	MB Glut	SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut				MB-HB-Glut-Sero-Dopa(0.68)| TH-EPI-Glut(0.31)	MB Glut(0.67)| TH Glut(0.31)	SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut(0.65)| MG-POL-SGN Nts Glut(0.16)| RE-Xi Nox4 Glut(0.09)	SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_7(0.59)| MG-POL-SGN Nts Glut_2(0.12)	2987 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_7(0.54)| 2709 MG-POL-SGN Nts Glut_2(0.06)| 2708 MG-POL-SGN Nts Glut_2(0.06)	446
220_IN	Interneuron	SLC17A6	SLC17A6	MB-HB-Glut-Sero-Dopa	MB Glut	SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut				MB-HB-Glut-Sero-Dopa(0.97)	MB Glut(0.97)	SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut(0.88)	SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_8(0.67)| SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_7(0.12)| SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_2(0.09)	2991 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_8(0.56)| 2987 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_7(0.12)| 2993 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_8(0.1)| 2942 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_2(0.09)	153
221_IN	Interneuron	SLC17A6	SLC17A6	MB-HB-Glut-Sero-Dopa	MB Glut	SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut				MB-HB-Glut-Sero-Dopa(0.83)| TH-EPI-Glut(0.16)	MB Glut(0.83)| TH Glut(0.16)	SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut(0.82)| RE-Xi Nox4 Glut(0.09)	SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_7(0.78)| RE-Xi Nox4 Glut_4(0.06)	2987 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_7(0.77)| 2703 RE-Xi Nox4 Glut_4(0.06)	267
222_IN	Interneuron	SLC17A6	SLC17A6	TH-EPI-Glut	TH Glut	MG-POL-SGN Nts Glut				TH-EPI-Glut(0.64)| MB-HB-Glut-Sero-Dopa(0.36)	TH Glut(0.64)| MB Glut(0.36)	MG-POL-SGN Nts Glut(0.52)| SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut(0.36)| RE-Xi Nox4 Glut(0.09)	MG-POL-SGN Nts Glut_1(0.4)| SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_7(0.18)| SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_4(0.18)| MG-POL-SGN Nts Glut_2(0.13)| RE-Xi Nox4 Glut_1(0.06)	2704 MG-POL-SGN Nts Glut_1(0.24)| 2987 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_7(0.17)| 2706 MG-POL-SGN Nts Glut_1(0.15)| 2958 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_4(0.14)| 2709 MG-POL-SGN Nts Glut_2(0.11)	101
223_IN	Interneuron	SLC17A6	SLC17A6	TH-EPI-Glut	TH Glut	MG-POL-SGN Nts Glut				TH-EPI-Glut(0.57)| MB-HB-Glut-Sero-Dopa(0.43)	TH Glut(0.57)| MB Glut(0.27)| P Glut(0.12)	SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut(0.27)| MG-POL-SGN Nts Glut(0.21)| TH Prkcd Grin2c Glut(0.14)| NLL-SOC Spp1 Glut(0.12)| RE-Xi Nox4 Glut(0.12)| PF Fzd5 Glut(0.11)	SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_7(0.18)| NLL-SOC Spp1 Glut_2(0.12)| PF Fzd5 Glut_1(0.11)| MG-POL-SGN Nts Glut_1(0.11)| TH Prkcd Grin2c Glut_6(0.11)| MG-POL-SGN Nts Glut_2(0.1)| SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_4(0.09)	4196 NLL-SOC Spp1 Glut_2(0.12)| 2659 TH Prkcd Grin2c Glut_6(0.11)| 2711 PF Fzd5 Glut_1(0.11)| 2987 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_7(0.09)| 2704 MG-POL-SGN Nts Glut_1(0.08)| 2709 MG-POL-SGN Nts Glut_2(0.08)	101
33_IN	Interneuron	SLC17A6	SLC17A6	MB-HB-Glut-Sero-Dopa	MB Glut	PGRN-PARN-MDRN Hoxb5 Glut				MB-HB-Glut-Sero-Dopa(0.89)| HY-EA-Glut-GABA(0.09)	MB Glut(0.54)| MY Glut(0.33)	PGRN-PARN-MDRN Hoxb5 Glut(0.33)| SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut(0.14)| MB-ant-ve Dmrta2 Glut(0.12)| RN Spp1 Glut(0.09)| PRC-PAG Pax6 Glut(0.07)| PRC-PAG Tcf7l2 Irx2 Glut(0.06)	PGRN-PARN-MDRN Hoxb5 Glut_2(0.33)| SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_12(0.14)| MB-ant-ve Dmrta2 Glut_1(0.12)| RN Spp1 Glut_1(0.09)| PRC-PAG Tcf7l2 Irx2 Glut_5(0.06)	4347 PGRN-PARN-MDRN Hoxb5 Glut_2(0.33)| 3006 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_12(0.12)| 2761 RN Spp1 Glut_1(0.09)| 2756 MB-ant-ve Dmrta2 Glut_1(0.09)	422
34_IN	Interneuron	SLC17A6	SLC17A6	MB-HB-Glut-Sero-Dopa	MB Glut	PGRN-PARN-MDRN Hoxb5 Glut				MB-HB-Glut-Sero-Dopa(0.66)| HY-EA-Glut-GABA(0.32)	MY Glut(0.38)| HY Glut(0.28)| MB Glut(0.22)| P Glut(0.06)	PGRN-PARN-MDRN Hoxb5 Glut(0.38)| STN-PSTN Pitx2 Glut(0.21)| MRN Pou3f1 C1ql4 Glut(0.08)	PGRN-PARN-MDRN Hoxb5 Glut_2(0.38)| MRN Pou3f1 C1ql4 Glut_2(0.08)| STN-PSTN Pitx2 Glut_3(0.07)| STN-PSTN Pitx2 Glut_5(0.06)	4347 PGRN-PARN-MDRN Hoxb5 Glut_2(0.38)| 2893 MRN Pou3f1 C1ql4 Glut_2(0.07)| 2456 STN-PSTN Pitx2 Glut_5(0.06)| 2442 STN-PSTN Pitx2 Glut_3(0.06)	306
35_IN	Interneuron	SLC17A6	SLC17A6	MB-HB-Glut-Sero-Dopa	MB Glut	PGRN-PARN-MDRN Hoxb5 Glut				HY-EA-Glut-GABA(0.46)| MB-HB-Glut-Sero-Dopa(0.46)	MB Glut(0.23)| HY Glut(0.22)| MY Glut(0.19)| CNU-HYa Glut(0.16)| HY GABA(0.08)	PGRN-PARN-MDRN Hoxb5 Glut(0.19)| AHN-RCH-LHA Otp Fezf1 Glut(0.08)| MS-SF Bsx Glut(0.07)| PRC-PAG Pax6 Glut(0.07)| LHA Barhl2 Glut(0.06)	PGRN-PARN-MDRN Hoxb5 Glut_2(0.19)| MS-SF Bsx Glut_1(0.07)	4347 PGRN-PARN-MDRN Hoxb5 Glut_2(0.19)	1076
36_IN	Interneuron	SLC17A6	SLC17A6	MB-HB-Glut-Sero-Dopa	MB Glut	PGRN-PARN-MDRN Hoxb5 Glut				MB-HB-Glut-Sero-Dopa(0.81)| HY-EA-Glut-GABA(0.11)	MB Glut(0.55)| MY Glut(0.18)| P Glut(0.08)	PGRN-PARN-MDRN Hoxb5 Glut(0.18)| PAG-MRN Tfap2b Glut(0.1)| MRN Pou3f1 C1ql4 Glut(0.07)| RN Spp1 Glut(0.06)| CUN Evx2 Lhx2 Glut(0.06)	PGRN-PARN-MDRN Hoxb5 Glut_2(0.18)| PAG-MRN Tfap2b Glut_2(0.08)| MRN Pou3f1 C1ql4 Glut_2(0.07)| RN Spp1 Glut_1(0.06)	4347 PGRN-PARN-MDRN Hoxb5 Glut_2(0.18)| 2893 MRN Pou3f1 C1ql4 Glut_2(0.07)| 2761 RN Spp1 Glut_1(0.06)| 3072 PAG-MRN Tfap2b Glut_2(0.06)	239
39_IN	Interneuron	SLC17A6	SLC17A6	MB-HB-Glut-Sero-Dopa	P Glut	PB Evx2 Glut				MB-HB-Glut-Sero-Dopa(0.97)	P Glut(0.88)| MB Glut(0.06)	PB Evx2 Glut(0.88)	PB Evx2 Glut_8(0.84)	4080 PB Evx2 Glut_8(0.48)| 4081 PB Evx2 Glut_8(0.3)| 4082 PB Evx2 Glut_8(0.06)	67
82_IN	Interneuron	SLC17A7	SLC17A7	MB-HB-Glut-Sero-Dopa	P Glut	PG-TRN-LRN Fat2 Glut				MB-HB-Glut-Sero-Dopa	P Glut	PG-TRN-LRN Fat2 Glut(0.94)	PG-TRN-LRN Fat2 Glut_1(0.94)	4198 PG-TRN-LRN Fat2 Glut_1(0.9)	86
83_IN	Interneuron	SLC17A7	SLC17A7	MB-HB-Glut-Sero-Dopa	P Glut	PG-TRN-LRN Fat2 Glut				MB-HB-Glut-Sero-Dopa(0.95)	P Glut(0.87)| MB Glut(0.06)	PG-TRN-LRN Fat2 Glut(0.61)| PRNr Otp Nfib Glut(0.11)| LDT-PCG Vsx2 Lhx4 Glut(0.09)| RN Spp1 Glut(0.06)	PG-TRN-LRN Fat2 Glut_1(0.61)| PRNr Otp Nfib Glut_1(0.11)| LDT-PCG Vsx2 Lhx4 Glut_5(0.09)| RN Spp1 Glut_1(0.06)	4198 PG-TRN-LRN Fat2 Glut_1(0.55)| 4171 PRNr Otp Nfib Glut_1(0.11)| 4004 LDT-PCG Vsx2 Lhx4 Glut_5(0.09)| 2761 RN Spp1 Glut_1(0.06)| 4199 PG-TRN-LRN Fat2 Glut_1(0.06)	194
84_IN	Interneuron	SLC17A7	SLC17A7	MB-HB-Glut-Sero-Dopa	P Glut	PG-TRN-LRN Fat2 Glut				MB-HB-Glut-Sero-Dopa	P Glut(0.98)	PG-TRN-LRN Fat2 Glut(0.96)	PG-TRN-LRN Fat2 Glut_1(0.96)	4198 PG-TRN-LRN Fat2 Glut_1(0.92)	200
